V,D,traffic_pattern,Lremote_MAX_ECMP_ASP,Llocal_MAX_ECMP_ASP,Phi_ECMP_ASP[Gbps],Lremote_NEXU_IT,Phi_NEXU[Gbps],method1_times[s],method1_peak_RAMs[MB],method1_results[Gbps],method2_time[s],method2_attempts,method2_peak_RAM[MB]
36,7,shift_quater,9.999999999999998,1.4999999999999998,216.0,2.9062499999999996,743.2258064516128,"[0.30396318435668945, 0.14786291122436523, 0.22333335876464844]","[0.486504, 0.281368, 0.895472]","[216.0, 360.0, 144.0]",0.7710068225860596,319,0.064416
36,7,shift_half,10.0,2.25,324.0,4.359375,743.2258064516129,"[0.3041360378265381, 0.17098784446716309, 0.22441792488098145]","[0.486504, 0.311152, 0.906032]","[324.0, 360.0, 180.0]",0.6775736808776855,317,0.059496
36,7,diagonal_1,10.0,2.362204724409449,330.70866141732284,4.133858267716536,799.9999999999999,"[0.30392909049987793, 0.1447896957397461, 0.18978381156921387]","[0.486504, 0.277152, 0.841136]","[330.70866141732296, 350.0, 227.02702702702703]",0.8351955413818359,338,0.062152
36,7,diagonal_quater,10.0,2.8000000000000003,302.40000000000003,4.0249999999999995,751.3043478260872,"[0.30443835258483887, 0.1753215789794922, 0.20541882514953613]","[0.486504, 0.280584, 0.872888]","[302.4, 270.0, 249.23076923076925]",0.7265117168426514,327,0.07576
49,8,uniform,9.999999999999996,6.6349506792387505,1300.4503331307951,11.049744785039918,1176.9053117782908,"[0.6294345855712891, 0.2791726589202881, 0.3201866149902344]","[0.99208, 0.54408, 1.488232]","[1300.4503331307944, 1137.4999999999998, 723.863636363636]",1.7772815227508545,559,0.301504
49,8,shift_1,10.000000000000002,1.2000000000000002,235.20000000000002,2.1000000000000005,1120.0,"[0.6221792697906494, 0.2985537052154541, 0.5438601970672607]","[0.99208, 0.56964, 1.895376]","[235.20000000000002, 245.0, 245.0]",1.2757275104522705,363,0.104536
49,8,shift_quater,10.0,1.9672131147540983,385.5737704918033,3.319672131147541,1161.4814814814815,"[0.6230177879333496, 0.27810168266296387, 0.36785030364990234]","[0.99208, 0.54504, 1.656176]","[385.5737704918033, 392.0, 230.58823529411765]",1.119509220123291,353,0.107192
49,8,shift_half,9.999999999999998,2.3809523809523805,466.6666666666667,3.571428571428571,1306.6666666666665,"[0.6329507827758789, 0.28256654739379883, 0.4384729862213135]","[0.99208, 0.54768, 1.717384]","[466.6666666666667, 490.00000000000006, 345.88235294117646]",1.1788506507873535,320,0.093128
49,8,diagonal_1,10.0,2.0,384.0,3.0,1280.0,"[0.6246047019958496, 0.28006672859191895, 0.411252498626709]","[0.99208, 0.54696, 1.732512]","[384.0, 480.0, 384.0]",1.1590723991394043,331,0.09188
49,8,diagonal_quater,10.0,3.0656934306569337,450.65693430656927,4.023722627737225,1120.0000000000002,"[0.6258573532104492, 0.27781224250793457, 0.3733968734741211]","[0.99208, 0.5448, 1.542544]","[450.6569343065694, 420.00000000000006, 326.6666666666667]",1.3423571586608887,383,0.247872
64,9,uniform,10.000000000000007,6.095479990222192,1950.5535968711001,14.353458098057018,1358.9433177327082,"[1.2875959873199463, 0.498476505279541, 0.573559045791626]","[1.853648, 0.88156, 2.448776]","[1950.5535968710985, 1317.1612903225796, 917.5730337078643]",2.3367621898651123,541,0.168824
64,9,shift_1,10.0,1.0,320.0,1.875,1706.6666666666667,"[1.2893898487091064, 0.5249872207641602, 0.9445295333862305]","[1.856504, 0.919904, 3.305392]","[320.0, 320.0, 320.0]",1.3624253273010254,342,0.149576
64,9,shift_quater,9.999999999999998,1.268292682926829,405.8536585365855,2.3780487804878048,1706.666666666667,"[1.2942616939544678, 0.5326611995697021, 0.9370007514953613]","[1.856504, 0.929176, 3.286968]","[405.8536585365854, 640.0000000000001, 320.00000000000006]",1.4047787189483643,356,0.134656
64,9,shift_half,9.999999999999998,0.923076923076923,295.3846153846155,1.875,1575.3846153846157,"[1.2914650440216064, 0.5843968391418457, 0.9226081371307373]","[1.856504, 0.98852, 3.259256]","[295.3846153846155, 320.00000000000006, 320.00000000000006]",1.3400218486785889,340,0.144992
64,9,diagonal_1,10.0,1.9310344827586206,608.2758620689654,3.620689655172413,1680.0000000000002,"[1.2813141345977783, 0.49889492988586426, 0.7434525489807129]","[1.856504, 0.886632, 2.935064]","[608.2758620689654, 629.9999999999999, 419.99999999999994]",1.4814131259918213,369,0.137368
64,9,diagonal_quater,9.999999999999998,1.857142857142857,445.71428571428567,2.756696428571428,1616.842105263158,"[1.2781190872192383, 0.5090739727020264, 0.7791516780853271]","[1.856504, 0.897728, 2.989816]","[445.7142857142856, 479.99999999999994, 426.66666666666663]",1.607832431793213,368,0.12468
81,10,uniform,10.0,6.5265677198247305,2643.259926529016,15.069465225616357,1754.050251256281,"[2.3498263359069824, 0.848139762878418, 0.9534075260162354]","[3.060888, 1.364056, 3.897568]","[2643.259926529016, 1596.2926829268283, 1363.4999999999984]",3.314168930053711,573,0.197688
81,10,shift_1,10.0,1.0,405.0,1.875,2160.0,"[2.2110037803649902, 1.0135080814361572, 1.7172095775604248]","[3.060488, 1.574752, 5.425544]","[405.0, 405.0, 405.0]",1.7916109561920166,348,0.175832
81,10,shift_quater,10.000000000000004,1.0896898575020957,441.3243922883487,2.0431684828164296,2160.0,"[2.368115186691284, 0.8438255786895752, 1.2683265209197998]","[3.06104, 1.370624, 4.476672]","[441.3243922883488, 450.00000000000006, 405.00000000000006]",2.1760690212249756,417,0.179776
81,10,shift_half,10.0,1.25,506.25,2.1875,2314.285714285714,"[2.212348222732544, 0.9062197208404541, 1.2400133609771729]","[3.06016, 1.375272, 4.428064]","[506.25, 506.25, 506.25]",2.12623929977417,402,0.179448
81,10,diagonal_1,10.0,1.894736842105263,757.8947368421051,4.070723684210526,1861.8181818181815,"[2.2141599655151367, 0.8704867362976074, 1.3261871337890625]","[3.060488, 1.40616, 4.59488]","[757.8947368421051, 799.9999999999999, 639.9999999999999]",1.7534265518188477,333,0.165712
81,10,diagonal_quater,10.000000000000004,1.7894012388162426,543.9779766001377,2.628183069511356,2069.7872340425542,"[2.3484487533569336, 0.8409059047698975, 1.120323657989502]","[3.060992, 1.365896, 4.211264]","[543.9779766001378, 675.5555555555558, 467.6923076923078]",1.876692295074463,367,0.170736
100,11,uniform,10.00000000000001,6.021784562127709,3613.070737276622,16.121971001631366,2241.084999415408,"[3.8758132457733154, 1.3414015769958496, 1.5865199565887451]","[5.33108, 2.263912, 6.134416]","[3613.070737276625, 2079.86111111111, 1559.8958333333342]",4.4906275272369385,599,0.229336
100,11,shift_1,10.000000000000002,0.8333333333333334,499.9999999999999,2.1875000000000004,2285.7142857142853,"[4.116142272949219, 1.490933895111084, 3.01924991607666]","[5.33164, 2.439736, 9.937208]","[499.9999999999999, 499.9999999999999, 499.9999999999999]",2.512732744216919,371,0.18824
100,11,shift_quater,10.000000000000002,0.8333333333333334,499.9999999999999,2.1875000000000004,2285.7142857142853,"[4.134897947311401, 1.543705940246582, 2.9991543292999268]","[5.326328, 2.48584, 9.940352]","[499.9999999999999, 499.9999999999999, 499.9999999999999]",2.5412819385528564,382,0.189216
100,11,shift_half,10.0,1.25,750.0,3.28125,2285.714285714286,"[3.8436293601989746, 1.6073265075683594, 3.0602962970733643]","[5.33096, 2.509704, 10.107696]","[750.0, 1000.0, 480.0]",2.469783306121826,367,0.218432
100,11,diagonal_1,10.000000000000002,1.6666666666666667,989.9999999999998,3.359375000000001,2946.976744186046,"[3.8477783203125, 1.3404881954193115, 2.274944305419922]","[5.33108, 2.278488, 7.653544]","[989.9999999999998, 989.9999999999998, 565.7142857142856]",3.0775654315948486,453,0.24544
100,11,diagonal_quater,9.999999999999998,1.527777777777778,687.5,2.7929687499999996,2461.5384615384614,"[4.081894874572754, 1.376481294631958, 2.5225913524627686]","[5.331552, 2.337312, 8.349568]","[687.4999999999999, 750.0, 710.5263157894736]",3.1255555152893066,463,0.228416
